Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
10508,,,4122013495,0,24/07/2022,393,,Tex Mix Salsalito Nachos Crunchy Pizza,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
10509,,,4122013495,0,24/07/2022,393,,Cheese Ball,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
10510,,,4122013495,0,24/07/2022,393,08011990,Yoko,49.54,2.5%,1.23,2.5%,1.23,-,-,-,-,-,-,27,PC,4,13.0,Cash
10511,,,4122013495,0,24/07/2022,393,,mr makhana piri piri,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
10512,,,4122013496,0,24/07/2022,240,1905,Cocoa Whole Wheat Oats Bread 400gm,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10513,,,4122013496,0,24/07/2022,240,,Swadist bite,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10514,,,4122013496,0,24/07/2022,240,,Shreenath Capsicum Mix,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10515,,,4122013497,0,24/07/2022,95,,PB Anar,40.18,6.0%,2.41,6.0%,2.41,-,-,-,-,-,-,27,PC,1,45.0,Cash
10516,,,4122013497,0,24/07/2022,95,,Coco Mama Coconut Water 250 Ml,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
10517,,,4122013498,0,24/07/2022,200,,Fruit & Vegetables,200,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,200.0,Cash
10518,,,4122013499,0,24/07/2022,224,1905,Fiesta Dutch Chocolate Roll,72.04,9.0%,6.48,9.0%,6.48,-,-,-,-,-,-,27,PC,1,85.0,Cash
10519,,,4122013499,0,24/07/2022,224,2202,Kings Coffee Cold Coffee Original 280ml,124.12,6.0%,7.44,6.0%,7.44,-,-,-,-,-,-,27,PC,1,139.0,Cash
10520,,,4122013500,0,24/07/2022,360,,whipping cream,220,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,220.0,Cash
10521,,,4122013500,0,24/07/2022,360,,Hersheys Kisses Cookies & Creme,118.66,9.0%,10.67,9.0%,10.67,-,-,-,-,-,-,27,PC,1,140.0,Cash
10522,,,4122013501,0,24/07/2022,174,,Bounty Miniatures 100 Gm,83.9,9.0%,7.55,9.0%,7.55,-,-,-,-,-,-,27,PC,1,99.0,Cash
10523,,,4122013501,0,24/07/2022,174,,Thaindo Sweet Chilly Sauce Sweet 300gm,66.98,6.0%,4.01,6.0%,4.01,-,-,-,-,-,-,27,PC,1,75.0,Cash
10524,,,4122013502,0,24/07/2022,259,,Colombian Brew 10s Vanilla Caramal ( 3 In 1) Premix,168.66,9.0%,15.17,9.0%,15.17,-,-,-,-,-,-,27,PC,1,199.0,Cash
10525,,,4122013502,0,24/07/2022,259,22029030,PB Chilli Guava,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,2,30.0,Cash
10526,,,4122013503,0,24/07/2022,70,,Epigamia Strawberry Milkshake,22.34,6.0%,1.33,6.0%,1.33,-,-,-,-,-,-,27,PC,1,25.0,Cash
10527,,,4122013503,0,24/07/2022,70,,Paper Boat Buttermilk,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10528,,,4122013503,0,24/07/2022,70,,paper boat lassi,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10529,,,4122013504,0,24/07/2022,470,1106,24Mantra Raw Peanut 500G,135,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,135.0,Cash
10530,,,4122013504,0,24/07/2022,470,1106,24Mantra Urad Dal White Split 500Gm,135,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,135.0,Cash
10531,,,4122013504,0,24/07/2022,470,11010000,Pro Nature Organic Whole Wheat Flour 1 kg,64.78,2.5%,1.61,2.5%,1.61,-,-,-,-,-,-,27,PC,1,68.0,Cash
10532,,,4122013504,0,24/07/2022,470,11010000,Pro Nature Sooji Rava (Whole wheat) 500gm,53.34,2.5%,1.33,2.5%,1.33,-,-,-,-,-,-,27,PC,1,56.0,Cash
10533,,,4122013504,0,24/07/2022,470,2106,Pro Nature Organic Cumin 100 Gms,72.4,2.5%,1.8,2.5%,1.8,-,-,-,-,-,-,27,PC,1,76.0,Cash
10534,,,4122013505,0,24/07/2022,900,,kisses,450,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,450.0,Cash
10535,,,4122013505,0,24/07/2022,900,,Heinz Beanz. 415 gm,450,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,3,150.0,Cash
10536,,,4122013506,0,24/07/2022,54,,combo pack,54,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,54.0,Cash
10537,,,4122013507,0,24/07/2022,675,,Reeses,300,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,150.0,Cash
10538,,,4122013507,0,24/07/2022,675,,SKITTLES WILDBERRY 45G,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10539,,,4122013507,0,24/07/2022,675,,Skittles,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10540,,,4122013507,0,24/07/2022,675,,Bonny Fruit,185,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,185.0,Cash
10541,,,4122013507,0,24/07/2022,675,17049020,Zubi Lollies 30 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
10542,,,4122013508,0,24/07/2022,120,,Magic Pops,10,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,10.0,Cash
10543,,,4122013508,0,24/07/2022,120,,Pocky,110,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,110.0,Cash
10544,,,4122013509,0,24/07/2022,55,22029990,Hell Energy Drink 250 ml,42.98,14.0%,6.01,14.0%,6.01,-,-,-,-,-,-,27,PC,1,55.0,Cash
10545,,,4122013510,0,24/07/2022,1074,, Keloggs Froot loops,899,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,899.0,Cash
10546,,,4122013510,0,24/07/2022,1074,1106,24Mantra Raw Peanut 500G,135,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,135.0,Cash
10547,,,4122013510,0,24/07/2022,1074,,Cheese Ball,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
10548,,,4122013511,0,24/07/2022,318,,frutella,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
10549,,,4122013511,0,24/07/2022,318,,Udupi Sambar Masala,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,4,20.0,Cash
10550,,,4122013511,0,24/07/2022,318,33074100,Ramjee Corn Crackers 150 gm,38.1,2.5%,0.95,2.5%,0.95,-,-,-,-,-,-,27,PC,1,40.0,Cash
10551,,,4122013511,0,24/07/2022,318,,Artisna Lychee Juice,61.62,6.0%,3.69,6.0%,3.69,-,-,-,-,-,-,27,PC,1,69.0,Cash
10552,,,4122013511,0,24/07/2022,318,,Artisna Grape Juice,61.62,6.0%,3.69,6.0%,3.69,-,-,-,-,-,-,27,PC,1,69.0,Cash
10553,,,4122013512,0,24/07/2022,1619,,Hubba Bubba,140,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,70.0,Cash
10554,,,4122013512,0,24/07/2022,1619,, Post Oreo cereal,899,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,899.0,Cash
10555,,,4122013512,0,24/07/2022,1619,,kitkat chunky,110,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,110.0,Cash
10556,,,4122013512,0,24/07/2022,1619,1806,Nestle Kit Kat Chunky Hazelnut 42G,93.24,9.0%,8.38,9.0%,8.38,-,-,-,-,-,-,27,PC,1,110.0,Cash
10557,,,4122013512,0,24/07/2022,1619,220210,Mogu Mogu Mango Juice 300 Ml,58.04,6.0%,3.48,6.0%,3.48,-,-,-,-,-,-,27,PC,1,65.0,Cash
10558,,,4122013512,0,24/07/2022,1619,,Whole the truth,295,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,295.0,Cash
10559,,,4122013513,0,24/07/2022,280,, Samyang Quattro Cheese Flavour Noodles,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
10560,,,4122013513,0,24/07/2022,280,2103,Thai Red Curry paste 50 gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
10561,,,4122013513,0,24/07/2022,280,2103,Red Thai Green Curry Paste 50 gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
10562,,,4122013514,0,24/07/2022,38,220210,Mirinda 600 Ml,32.22,9.0%,2.89,9.0%,2.89,-,-,-,-,-,-,27,PC,1,38.0,Cash
10563,,,4122013515,0,24/07/2022,80,22029030,Minute Maid Pulpy Orange 1 Ltr,67.8,9.0%,6.1,9.0%,6.1,-,-,-,-,-,-,27,PC,1,80.0,Cash
10564,,,4122013516,0,24/07/2022,125,,Dough Magic Pizza Base 8 Inch,55,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,55.0,Cash
10565,,,4122013516,0,24/07/2022,125,1006,Pro Nature Organic Beaten Rice  500G,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,35.0,Cash
10566,,,4122013517,0,24/07/2022,160,12024220,Pro Nature 100% Raw Peanuts  500Gms,152.4,2.5%,3.8,2.5%,3.8,-,-,-,-,-,-,27,PC,1,160.0,Cash
10567,,,4122013518,0,24/07/2022,225,1905,DM Brown Pizza Base,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,1,50.0,Cash
10568,,,4122013518,0,24/07/2022,225,1905,Pizza Base Small,42.86,2.5%,1.07,2.5%,1.07,-,-,-,-,-,-,27,PC,1,45.0,Cash
10569,,,4122013518,0,24/07/2022,225,,Shreenath Capsicum Mix,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10570,,,4122013518,0,24/07/2022,225,,Shreenath Mushrooms  ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
10571,,,4122013519,0,24/07/2022,55,19053100,Pickwick Chocolate Wafer Biscu 75 Gms,23.32,9.0%,2.09,9.0%,2.09,-,-,-,-,-,-,27,PC,1,27.5,Cash
10572,,,4122013519,0,24/07/2022,55,19059020,Pickwick Strawberry Creamy Wafer 75 Gms,23.32,9.0%,2.09,9.0%,2.09,-,-,-,-,-,-,27,PC,1,27.5,Cash
10573,,,4122013520,0,24/07/2022,270,,milky mist pizza cheese,135,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,135.0,Cash
10574,,,4122013520,0,24/07/2022,270,,Milky Mist Pizza Cheese,135,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,135.0,Cash
10575,,,4122013521,0,24/07/2022,833,,Fruit & Vegetables,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
10576,,,4122013521,0,24/07/2022,833,1806,Lindt Lindor Hazelnut Milk Chocolate 100G,339,9.0%,30.5,9.0%,30.5,-,-,-,-,-,-,27,PC,1,400.0,Cash
10577,,,4122013521,0,24/07/2022,833,1902,Nongshim Ramyun Shin Soup Noodle,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
10578,,,4122013521,0,24/07/2022,833,,Samvang Hot Chicken Carbo Ramen 130 gm,120.54,6.0%,7.23,6.0%,7.23,-,-,-,-,-,-,27,PC,1,135.0,Cash
10579,,,4122013521,0,24/07/2022,833,22029030,Maaza Pet 250Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10580,,,4122013521,0,24/07/2022,833,,Thaindo Sriracha Chilly Sauce Hot 300gm,79.48,6.0%,4.76,6.0%,4.76,-,-,-,-,-,-,27,PC,1,89.0,Cash
10581,,,4122013522,0,24/07/2022,55,1211,Frubee Sabja Seeds 100 gm,52.4,2.5%,1.3,2.5%,1.3,-,-,-,-,-,-,27,PC,1,55.0,Cash
10582,,,4122013523,0,24/07/2022,883,,Nicolite Bag Pouches,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
10583,,,4122013523,0,24/07/2022,883,2102,Nerds Cherry & Watermelon,147.34,6.0%,8.83,6.0%,8.83,-,-,-,-,-,-,27,PC,1,165.0,Cash
10584,,,4122013523,0,24/07/2022,883,,St. Ives Soothing,249,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,249.0,Cash
10585,,,4122013523,0,24/07/2022,883,,camay,150,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,150.0,Cash
10586,,,4122013523,0,24/07/2022,883,,Hersheys chocolate milk shake,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
10587,,,4122013523,0,24/07/2022,883,2103,Cremica Sandwich Mayo Cheese 275 gm,93.76,6.0%,5.62,6.0%,5.62,-,-,-,-,-,-,27,PC,1,105.0,Cash
10588,,,4122013523,0,24/07/2022,883,,Ever green Snacks,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10589,,,4122013523,0,24/07/2022,883,2103,Veeba Whit Pasta Dresing 285 gm,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
10590,,,4122013524,0,24/07/2022,468,1902,Nongshim Ramyun Shin Soup Noodle,194.66,6.0%,11.67,6.0%,11.67,-,-,-,-,-,-,27,PC,2,109.0,Cash
10591,,,4122013524,0,24/07/2022,468,,Samyang Ramen Spicy,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,125.0,Cash
10592,,,4122013525,0,24/07/2022,814,,pizza seasoning,54,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,54.0,Cash
10593,,,4122013525,0,24/07/2022,814,17049090,Impact Honey Melon Mint,107.16,6.0%,6.42,6.0%,6.42,-,-,-,-,-,-,27,PC,1,120.0,Cash
10594,,,4122013525,0,24/07/2022,814,,Kitkat,140,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,70.0,Cash
10595,,,4122013525,0,24/07/2022,814,,Dairy Milk Roast  Almond 165 gm,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,250.0,Cash
10596,,,4122013525,0,24/07/2022,814,1806,Amul Milk Chocolate  150 G,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
10597,,,4122013525,0,24/07/2022,814,1806,Amul Fruit'N' Nut Milk Chocolate 150G,93.24,9.0%,8.38,9.0%,8.38,-,-,-,-,-,-,27,PC,1,110.0,Cash
10598,,,4122013525,0,24/07/2022,814,220210,Fanta\Orange\Pet 250 Ml- 24,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10599,,,4122013525,0,24/07/2022,814,220210,Miranda Orange 250Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10600,,,4122013526,0,24/07/2022,1168,1806,Ferrero Rocher 3T 37.5gm,101.7,9.0%,9.15,9.0%,9.15,-,-,-,-,-,-,27,PC,1,120.0,Cash
10601,,,4122013526,0,24/07/2022,1168,2008, Kerala Jackfruit Chips 250 VM,166.68,2.5%,4.16,2.5%,4.16,-,-,-,-,-,-,27,PC,1,175.0,Cash
10602,,,4122013526,0,24/07/2022,1168,, Kerala Plain Banana Chips 225 VM,157.16,2.5%,3.92,2.5%,3.92,-,-,-,-,-,-,27,PC,1,165.0,Cash
10603,,,4122013526,0,24/07/2022,1168,,True Elements Multivitamin Trail Mix 125 Gm,133.04,6.0%,7.98,6.0%,7.98,-,-,-,-,-,-,27,PC,1,149.0,Cash
10604,,,4122013526,0,24/07/2022,1168,10089090,Happy Carma Chia Seeds 150 gm,152.4,2.5%,3.8,2.5%,3.8,-,-,-,-,-,-,27,PC,1,160.0,Cash
10605,,,4122013526,0,24/07/2022,1168,12040090,Happy Carma Roasted Flax Seeds 150 gm,76.2,2.5%,1.9,2.5%,1.9,-,-,-,-,-,-,27,PC,1,80.0,Cash
10606,,,4122013526,0,24/07/2022,1168,2008,Happy Carma Pumkin Seeds 250 gm,284.84,6.0%,17.08,6.0%,17.08,-,-,-,-,-,-,27,PC,1,319.0,Cash
10607,,,4122013527,0,24/07/2022,265,2103,Ching'S Schezwan Chutney Pouch 40G,17.86,6.0%,1.07,6.0%,1.07,-,-,-,-,-,-,27,PC,2,10.0,Cash
10608,,,4122013527,0,24/07/2022,265,220210,Sprite Soft Drink 250 Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10609,,,4122013527,0,24/07/2022,265,0710,Mccain Veggie Fingers 400Gm,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
10610,,,4122013527,0,24/07/2022,265,210690,Ramjee Corn Crackers 80 gm,23.82,2.5%,0.59,2.5%,0.59,-,-,-,-,-,-,27,PC,1,25.0,Cash
10611,,,4122013527,0,24/07/2022,265,,Ever green Snacks,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,30.0,Cash
10612,,Dunzo,4122013528,0,24/07/2022,400,1902,Koka Spicy Singapore Fried Noodles 85Gm,357.16,6.0%,21.42,6.0%,21.42,-,-,-,-,-,-,27,PC,8,50.0,Cash
10613,,,4122013529,0,24/07/2022,300,,Fruit & Vegetables,300,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,300.0,Cash
10614,,,4122013530,0,24/07/2022,655,,Frubee,340,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,340.0,Cash
10615,,,4122013530,0,24/07/2022,655,,Frubee Shahi Dry Fruit Mix 250 gm,300,2.5%,7.5,2.5%,7.5,-,-,-,-,-,-,27,PC,1,315.0,Cash
10616,,,4122013531,0,24/07/2022,479,,Coco Cola Vanilla No Added Sugar,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
10617,,,4122013531,0,24/07/2022,479,,Max Protein Choco Coconut Cookies,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
10618,,,4122013531,0,24/07/2022,479,,Epigamia Vanilla milk Shake,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,2,35.0,Cash
10619,,,4122013531,0,24/07/2022,479,,Lite N Fit Chieese  Ball,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,1,50.0,Cash
10620,,,4122013531,0,24/07/2022,479,19059020,Munchys Sw Crckr Butter Fla Cream 313Gms,168.66,9.0%,15.17,9.0%,15.17,-,-,-,-,-,-,27,PC,1,199.0,Cash
10621,,,4122013532,0,24/07/2022,240,2209,Fruitella Strawberry,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,1,60.0,Cash
10622,,,4122013532,0,24/07/2022,240,,Swadist bite,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
10623,,,4122013532,0,24/07/2022,240,,Ying Yaang Hakka Noodles,98.22,6.0%,5.89,6.0%,5.89,-,-,-,-,-,-,27,PC,2,55.0,Cash
10624,,,4122013532,0,24/07/2022,240,220210,Miranda Orange 250Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
10625,,,4122013533,0,24/07/2022,425,3304,Buffet French Fries 420Gm,105.94,9.0%,9.53,9.0%,9.53,-,-,-,-,-,-,27,PC,1,125.0,Cash
10626,,,4122013533,0,24/07/2022,425,0406,Milky Mist Cheese Cubes 200 Gms,300,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,150.0,Cash
10627,,,4122013534,0,24/07/2022,105,0402, Sofit Soya Milk Sugar free 200ml,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,2,35.0,Cash
10628,,,4122013534,0,24/07/2022,105,,Epigamia Vanilla milk Shake,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
10629,,,4122013535,0,24/07/2022,824,,Reeses,150,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,150.0,Cash
10630,,,4122013535,0,24/07/2022,824,1806,Chocalate M&m 45g,67.8,9.0%,6.1,9.0%,6.1,-,-,-,-,-,-,27,PC,1,80.0,Cash
10631,,,4122013535,0,24/07/2022,824,,Sanbal Onee,330,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,165.0,Cash
10632,,,4122013535,0,24/07/2022,824,,Ghee Roast Masala,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10633,,,4122013535,0,24/07/2022,824,,Konkan Curry Masala,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10634,,,4122013535,0,24/07/2022,824,,8905102014707,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10635,,,4122013535,0,24/07/2022,824,,CB Nutty Hezelnut,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
10636,,,4122013536,0,24/07/2022,195,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10637,,,4122013536,0,24/07/2022,195,,Hershey's strawberry milk shake,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
10638,,,4122013536,0,24/07/2022,195,,Ghee Roast Masala,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,20.0,Cash
10639,,,4122013536,0,24/07/2022,195,,ROyAL,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10640,,,4122013536,0,24/07/2022,195,,Shev Bhaji,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10641,,,4122013536,0,24/07/2022,195,,Konkan Curry Masala,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10642,,,4122013536,0,24/07/2022,195,,Coriander,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
10643,,,4122013537,0,24/07/2022,245,,Hershey s Milk shake vanilla,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
10644,,,4122013537,0,24/07/2022,245,1806,Amul Milk Chocolate  150 G,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
10645,,,4122013537,0,24/07/2022,245,2106,Weikfield Custard Powder Vanilla 100 Gms,67.8,9.0%,6.1,9.0%,6.1,-,-,-,-,-,-,27,PC,2,40.0,Cash
10646,,,4122013537,0,24/07/2022,245,0403,Milky Mist Farm Fresh Curd 200 Gms,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
10647,,Dunzo,4122013538,0,24/07/2022,455,0710,Yummiez Seekh Kabab 400Gm,232.16,6.0%,13.92,6.0%,13.92,-,-,-,-,-,-,27,PC,1,260.0,Cash
10648,,Dunzo,4122013538,0,24/07/2022,455,21011110,Gadre Jus-Like - Crab Claw Amritsari 250 Gm Carton,174.12,6.0%,10.44,6.0%,10.44,-,-,-,-,-,-,27,PC,1,195.0,Cash
10649,,,4122013539,0,24/07/2022,1386.5,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10650,,,4122013539,0,24/07/2022,1386.5,,Samyang Chewy Chewy Sutah Ramen 120 Gm,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
10651,,,4122013539,0,24/07/2022,1386.5,,Frubee Masala Cashews200 Gm,284.78,2.5%,7.11,2.5%,7.11,-,-,-,-,-,-,27,PC,1,299.0,Cash
10652,,,4122013539,0,24/07/2022,1386.5,1901,Koka Purple Wheat Noodles Soy & Vinegar,95.24,2.5%,2.38,2.5%,2.38,-,-,-,-,-,-,27,PC,2,50.0,Cash
10653,,,4122013539,0,24/07/2022,1386.5,19059020,Pickwick Strawberry Creamy Wafer 75 Gms,23.32,9.0%,2.09,9.0%,2.09,-,-,-,-,-,-,27,PC,1,27.5,Cash
10654,,,4122013539,0,24/07/2022,1386.5,1806,SE Didier & Frank Milk Chocolate Hazelnut 50 gm,118.66,9.0%,10.67,9.0%,10.67,-,-,-,-,-,-,27,PC,1,140.0,Cash
10655,,,4122013539,0,24/07/2022,1386.5,,Wxffle mill,600,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,300.0,Cash
10656,,,4122013539,0,24/07/2022,1386.5,,skippi,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,3,20.0,Cash
10657,,,4122013540,0,24/07/2022,970,1905,Burger Bun,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10658,,,4122013540,0,24/07/2022,970,,D.M.Multigrain bread,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
10659,,,4122013540,0,24/07/2022,970,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
10660,,,4122013540,0,24/07/2022,970,,Tong Garden Wasabi Green Peas 180 Gm,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
10661,,,4122013540,0,24/07/2022,970,,Shower Cap,125,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,125.0,Cash
10662,,,4122013540,0,24/07/2022,970,,Taco Shells,98.22,6.0%,5.89,6.0%,5.89,-,-,-,-,-,-,27,PC,1,110.0,Cash
10663,,,4122013540,0,24/07/2022,970,2103,Veeba Caesar Dressing 300 gm,138.4,6.0%,8.3,6.0%,8.3,-,-,-,-,-,-,27,PC,1,155.0,Cash
10664,,,4122013540,0,24/07/2022,970,,4700 BC Microwave Natural Popcorn,66.98,6.0%,4.01,6.0%,4.01,-,-,-,-,-,-,27,PC,1,75.0,Cash
10665,,,4122013540,0,24/07/2022,970,,4700Bc Microwave Popcorn Caramal 98gm,89.3,6.0%,5.35,6.0%,5.35,-,-,-,-,-,-,27,PC,1,100.0,Cash
10666,,,4122013540,0,24/07/2022,970,10089090,Happy Carma Chia Seeds 150 gm,152.4,2.5%,3.8,2.5%,3.8,-,-,-,-,-,-,27,PC,1,160.0,Cash
10667,,,4122013541,0,24/07/2022,781,210690,Pringles Sour Cream & Onion 158gm,205.36,6.0%,12.32,6.0%,12.32,-,-,-,-,-,-,27,PC,1,230.0,Cash
10668,,,4122013541,0,24/07/2022,781,,Potato spicy biscuits,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
10669,,,4122013541,0,24/07/2022,781,,Haribo Happy Cola Candy,220,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,220.0,Cash
